ISBN,Book_avg_rating,Book_rating_count,Book_rating_std,Year_Of_Publication,Publisher,Genre,Title_Author_combined,Genre_grouped
0670260770,3.9,10,3.9,1979,Viking Books,Horror,The Dead Zone Stephen King,Horror
0517542099,5.2,15,5.2,1989,Harmony,Science Fiction,The Hitchhiker's Guide to the Galaxy Douglas Adams,SciFi_Fantasy
0451192028,2.1379310344827585,29,2.1379310344827585,1997,Signet Book,Fiction,Light a Penny Candle Maeve Binchy,Fiction
1401088945,0.609375,64,0.609375,2003,Xlibris Corporation,Non-Fiction,Ground Zero and Beyond J. P. McCarthy,Non_Fiction
0440213991,1.8679245283018868,53,1.8679245283018868,1996,Dell Publishing Company,Crime,Guardian Angel Sara Paretsky,Thriller_Mystery
0451162897,0.0,4,0.0,1990,New Amer Library,Fantasy,Firebird James Carroll,SciFi_Fantasy
0380703122,0.5405405405405406,37,0.5405405405405406,1987,Harper Mass Market Paperbacks (Mm),Romance,Whirlwind James Clavell,Romance
0807204684,6.0,3,6.0,2001,Listening Library,Children,Where the Red Fern Grows Wilson Rawls,Children
0786819146,2.883720930232558,43,2.883720930232558,2003,Miramax Kids,Unknown,"The Eternity Code (Artemis Fowl, Book 3) Eoin Colfer",Unknown
0786808551,5.833333333333333,24,5.833333333333333,2002,Miramax Kids,Unknown,"The Arctic Incident (Artemis Fowl, Book 2) Eoin Colfer",Unknown
051508994X,0.0,1,0.0,1982,Jove Books,Thriller,The Vision David Wilkerson,Thriller_Mystery
084233226X,4.760869565217392,46,4.760869565217392,2001,Tyndale House Publishers,Unknown,Desecration: Antichrist Takes the Throne (Left Behind No. 9) Tim Lahaye,Unknown
0375507779,3.7142857142857144,7,3.7142857142857144,2001,Random House Trade,Fantasy,The Talisman Stephen King,SciFi_Fantasy
0670835382,4.973684210526316,38,4.973684210526316,1990,Viking Books,Horror,Four Past Midnight Stephen King,Horror
0881037214,1.6666666666666667,3,1.6666666666666667,1999,Sagebrush Bound,Horror,The Dead Zone Stephen King,Horror
0451157753,5.5,8,5.5,1984,Signet Book,Horror,Pet Sematary Stephen King,Horror
0679438335,3.0,2,3.0,1996,Random House Audio,Horror,Servant of the Bones Anne Rice,Horror
0375416218,1.75,4,1.75,2000,Random House Audio,Unknown,Merrick (Vampire Chronicles) Anne Rice,Unknown
0446676098,3.3076923076923075,52,3.3076923076923075,1999,Warner Books,Romance,The Notebook Nicholas Sparks,Romance
0451169514,3.861111111111111,72,3.861111111111111,1997,Signet Book,Horror,It Stephen King,Horror
0684843137,1.3333333333333333,6,1.3333333333333333,1997,Scribner,Unknown,ANGELA'S ASHES Frank McCourt,Unknown
074347418X,2.0,4,2.0,2003,Pocket Books,Romance,Ransom Julie Garwood,Romance
0671702505,3.3513513513513513,37,3.3513513513513513,1991,Pocket,Romance,The Gift Julie Garwood,Romance
0374115370,2.0,4,2.0,1990,Farrar Straus Giroux,Satire,The Bonfire of the Vanities Tom Wolfe,Drama_Humor
0380756293,2.823529411764706,51,2.823529411764706,1993,Avon,Unknown,The Magic of You (Malory Novels (Paperback)) Johanna Lindsey,Unknown
0671880608,2.0392156862745097,51,2.0392156862745097,1995,Pocket,Romance,Until You Judith McNaught,Romance
0679431136,2.6666666666666665,3,2.6666666666666665,1994,Random House Trade,Science Fiction,Congo Michael Crichton,SciFi_Fantasy
0785787828,0.0,3,0.0,1999,Sagebrush Bound,Science Fiction,Contact Carl Sagan,SciFi_Fantasy
0812543122,2.2222222222222223,9,2.2222222222222223,1995,Tor Books,Classic,Sense and Sensibility Jane Austen,Fiction
067187036X,0.0,6,0.0,1993,Simon &amp; Schuster,Dystopian,Fahrenheit 451 Ray Bradbury,SciFi_Fantasy
0399136460,2.7142857142857144,7,2.7142857142857144,1992,Putnam Pub Group,Mystery,The Cat Who Moved a Mountain Lilian Jackson Braun,Thriller_Mystery
0613212320,2.0,5,2.0,2000,Sagebrush Bound,Unknown,Blindness (Harvest Book) Jose Saramago,Unknown
0312971125,1.65625,96,1.65625,2000,St. Martin's Press,Romance,Crazy for You Jennifer Crusie,Romance
0399135545,1.3333333333333333,6,1.3333333333333333,1990,Putnam Pub Group,Mystery,The Cat Who Lived High Lilian Jackson Braun,Thriller_Mystery
0451192001,1.4307692307692308,65,1.4307692307692308,1997,Signet Book,Romance,How Stella Got Her Groove Back Terry McMillan,Romance
1573222038,4.947368421052632,19,4.947368421052632,2002,Riverhead Hardcover,Historical Fiction,Fingersmith Sarah Waters,Historical
051510566X,2.630434782608696,46,2.630434782608696,1991,Jove Books,Mystery,The Cat Who Lived High Lilian Jackson Braun,Thriller_Mystery
0770427758,4.25,4,4.25,1997,Seal Press (WA),Historical Romance,Drums of Autumn Diana Gabaldon,Romance
0842332251,4.235294117647059,51,4.235294117647059,2000,Tyndale House Publishers,Religious Apocalyptic Fiction,The Mark: The Beast Rules the World (Left Behind #8) Tim LaHaye,Other
0842329110,2.75,16,2.75,1995,Tyndale House Publishers,Religious Fiction,Left Behind: A Novel of the Earth's Last Days (Left Behind No. 1) Tim Lahaye,Religious
0515120898,2.3773584905660377,53,2.3773584905660377,1997,Jove Books,Fiction,The Pull of the Moon Elizabeth Berg,Fiction
155166674X,1.8970588235294117,68,1.8970588235294117,2003,Mira Books,Romance,Between Friends Debbie Macomber,Romance
0440224861,0.9591836734693877,49,0.9591836734693877,2000,Dell Publishing Company,Romance,Irresistible Forces Danielle Steel,Romance
0425165566,1.6037735849056605,53,1.6037735849056605,1998,Prime Crime,Unknown,Tom Clancy's Op-Center Balance of Power (Tom Clancy's Op Center (Paperback)) Tom Clancy,Unknown
0385336810,2.8142857142857145,70,2.8142857142857145,2004,Dial Books,Romance,Can You Keep a Secret? Sophie Kinsella,Romance
0553099558,1.9811320754716981,53,1.9811320754716981,1995,Bantam,Humor,My Point - And I Do Have One Ellen Degeneres,Drama_Humor
0449005909,1.9821428571428572,56,1.9821428571428572,2001,Ballantine Books,Horror/Thriller,Nightshade John Saul,Thriller_Mystery
0380756285,2.774193548387097,31,2.774193548387097,1992,Avon,Fiction,Angel Johanna Lindsey,Fiction
0440240751,0.6,30,0.6,2004,Dell Publishing,Romance,Dating Game DANIELLE STEEL,Romance
044023669X,1.4310344827586208,58,1.4310344827586208,2002,Dell Publishing Company,Romance,The Kiss Danielle Steel,Romance
0060198346,2.24,25,2.24,2000,William Morrow &amp; Company,Thriller,The Sky Is Falling Sidney Sheldon,Thriller_Mystery
0688084907,3.1,20,3.1,1992,William Morrow &amp; Company,Fiction,The Stars Shine Down Sidney Sheldon,Fiction
0385299109,1.3333333333333333,18,1.3333333333333333,1992,Delacorte Press,Romance,Mixed Blessings Danielle Steel,Romance
0385332963,4.904761904761905,21,4.904761904761905,2001,Delacorte Press,Romance/Drama,Leap of Faith Danielle Steel,Romance
0515116750,2.5636363636363635,55,2.5636363636363635,1996,Berkley Publishing Group,Romance,Born in Ice Nora Roberts,Romance
0425127583,1.9,50,1.9,1989,Berkley Publishing Group,Psychological Thriller,The Mask Dean R. Koontz,Thriller_Mystery
038531292X,2.8863636363636362,44,2.8863636363636362,1994,Delacorte Press,Romance,The Gift Danielle Steel,Romance
0446516554,1.2222222222222223,9,1.2222222222222223,1993,Warner Books Inc,Thriller,Where There's Smoke Sandra Brown,Thriller_Mystery
0140292683,3.6,10,3.6,2000,Penguin Books Ltd,Fiction,The Girls' Guide to Hunting and Fishing Melissa Bank,Fiction
0446602213,1.1846153846153846,65,1.1846153846153846,1996,Warner Books,Suspense Thriller,"Morning, Noon &amp; Night Sidney Sheldon",Thriller_Mystery
0449005836,1.78125,64,1.78125,2000,Ballantine Books,Horror,The Right Hand of Evil John Saul,Horror
0451126661,3.0,15,3.0,1980,Signet Book,Horror,The Dead Zone Stephen King,Horror
0440167531,1.6,55,1.6,1985,Dell,Romance,Palomino DANIELLE STEEL,Romance
0515102636,3.685185185185185,54,3.685185185185185,1990,Jove Books,Historical Romance,Morning Glory LaVyrle Spencer,Romance
051511992X,2.347826086956522,92,2.347826086956522,1997,Jove Books,Romance,That Camden Summer Lavyrle Spencer,Romance
0345425308,1.4827586206896552,58,1.4827586206896552,1999,Ballantine Books,Horror,Violin Anne Rice,Horror
0385316348,1.7,20,1.7,1997,Dell,Romance,The Ranch Danielle Steel,Romance
8408010468,0.0,1,0.0,1995,Planeta Pub Corp,Thriller,Terminal Robin Cook,Thriller_Mystery
0785765182,0.0,2,0.0,1999,Sagebrush Bound,Fantasy,The Forest House Marion Zimmer Bradley,SciFi_Fantasy
0140434259,4.7272727272727275,11,4.7272727272727275,1999,Penguin USA (Paper),Classic,Sense and Sensibility Jane Austen,Fiction
0316154601,2.8095238095238093,21,2.8095238095238093,2003,"Little, Brown",Crime Fiction,Lost Light Michael Connelly,Thriller_Mystery
059043389X,3.2,10,3.2,1987,Scholastic,Classic,Adventures of Huckleberry Finn Mark Twain,Fiction
1594130051,3.3333333333333335,3,3.3333333333333335,2003,Large Print Press,Fantasy,The Hobbit J. R. R. Tolkien,SciFi_Fantasy
0451163532,0.8095238095238095,21,0.8095238095238095,1990,Signet Book,Historical Thriller,On Wings of Eagles Ken Follett,Thriller_Mystery
0316734837,2.604651162790698,43,2.604651162790698,2002,"Little, Brown",Unknown,Fortune's Rocks : A Novel Anita Shreve,Unknown
0618129111,3.375,8,3.375,2001,Houghton Mifflin Company,Unknown,"The Return of the King (The Lord of the Rings, Part 3) J. R. R. Tolkien",Unknown
0151191530,1.6,5,1.6,1982,Harcourt Inc,Fiction,The Color Purple Alice Walker,Fiction
0380769530,2.238095238095238,21,2.238095238095238,1993,Avon,Romance/Suspense,Untamed Elizabeth Lowell,Romance
0394572343,2.875,24,2.875,1988,Random House Inc,Literary Fiction,Breathing Lessons Anne Tyler,Fiction
0446603589,2.185185185185185,108,2.185185185185185,1996,Warner Books,Thriller,Absolute Power David Baldacci,Thriller_Mystery
038077139X,3.2,5,3.2,1993,Avon,Romance,Secrets Brenda Joyce,Romance
0671014951,1.3333333333333333,6,1.3333333333333333,1999,Pocket,Fantasy,Briar Rose Kimberly Cates,SciFi_Fantasy
0446361232,0.0,2,0.0,1991,Warner Books,Fiction,Treasures Johanna Kingsley,Fiction
1568652860,0.0,4,0.0,1997,Doubleday Books,Medical Thriller,Invasion Robin Cook,Thriller_Mystery
0451193881,3.5714285714285716,14,3.5714285714285716,1997,Signet Book,Horror,The Shining Stephen King,Horror
0345388771,1.4893617021276595,47,1.4893617021276595,1996,Ballantine Books,Legal Thriller,Primal Fear William Diehl,Thriller_Mystery
0679419462,2.76271186440678,59,2.76271186440678,1995,Alfred A. Knopf,Unknown,The Lost World: A Novel Michael Crichton,Unknown
0394513924,0.0,1,0.0,1980,Random House Inc,Science Fiction,Congo Michael Crichton,SciFi_Fantasy
0061092045,0.64,50,0.64,1994,HarperTorch,Political Thriller,Honor Among Thieves Jeffrey Archer,Thriller_Mystery
0385301413,0.4166666666666667,12,0.4166666666666667,1990,Bantam Dell Pub Group,Crime Comedy,Get Shorty Elmore Leonard,Thriller_Mystery
0684841177,3.9655172413793105,29,3.9655172413793105,1997,Scribner,Crime,Deja Dead Kathy Reichs,Thriller_Mystery
0449206475,1.5217391304347827,46,1.5217391304347827,1995,Fawcett Books,Fiction,The Witches of Eastwick John Updike,Fiction
0312963297,1.7,50,1.7,1998,St. Martin's Press,Unknown,Trunk Music (Detective Harry Bosch Mysteries) Michael Connelly,Unknown
1570424810,0.0,6,0.0,1997,Time Warner Audio Major,Humor,Naked David Sedaris,Drama_Humor
0440236819,1.9387755102040816,49,1.9387755102040816,2003,Dell Publishing Company,Romance,The Cottage Danielle Steel,Romance
0451183940,4.478260869565218,23,4.478260869565218,1994,Signet Book,Horror,Different Seasons Stephen King,Horror
0553238132,3.7142857142857144,14,3.7142857142857144,1999,Bantam Books,Fiction,Rubyfruit Jungle Rita Mae Brown,Fiction
038000917X,3.6,35,3.6,1982,Avon Books,Gothic,Rebecca Daphne du Maurier,Horror
0515120456,2.06,50,2.06,1997,Jove Books,Historical Fiction,The Dark Room Minette Walters,Historical
0451197747,2.1511627906976742,86,2.1511627906976742,1999,Signet Book,Drama,The Deep End of the Ocean Jacquelyn Mitchard,Drama_Humor
044636214X,0.5,14,0.5,1981,Warner Books> C/o Little Br,Thriller,Rage of Angels Sidney Sheldon,Thriller_Mystery
067169507X,2.8727272727272726,55,2.8727272727272726,1990,Free Press,Spiritual/Non-fiction,SEAT OF THE SOUL Gary Zukav,Non_Fiction
0449213943,2.94,50,2.94,1995,Ballantine Books,War Fiction,All Quiet on the Western Front Erich Maria Remarque,War_Adventure
0553569082,1.162162162162162,37,1.162162162162162,1996,Bantam Books,Romance,After Dark Phillip Margolin,Romance
0752843338,4.5,4,4.5,2001,Orion Publishing Co,Crime Thriller,Dust to Dust Tami Hoag,Thriller_Mystery
0525938028,3.125,8,3.125,1993,Penguin USA,Thriller,A Case of Need Michael Crichton,Thriller_Mystery
0786006587,0.9090909090909091,11,0.9090909090909091,1999,Pinnacle Books,Thriller,When the Wind Blows Zachary Alan Fox,Thriller_Mystery
0679460381,2.2,5,2.2,1997,Random House Audio,Horror,Violin Anne Rice,Horror
1570428581,4.6,5,4.6,2000,Time Warner Audio Major,Thriller,Cradle and All James Patterson,Thriller_Mystery
0743526279,5.0,4,5.0,2002,Audioworks,Crime,Grave Secrets Kathy Reichs,Thriller_Mystery
0553471805,4.0,2,4.0,1993,Random House Audio Publishing Group,Romance,Vanished Danielle Steel,Romance
0553527525,5.0,1,5.0,2000,Random House Audio Publishing Group,Historical Fiction,Journey Danielle Steel,Historical
0060095628,2.0,3,2.0,2002,HarperAudio,Romance,Flight Lessons Patricia Gaffney,Romance
1931056323,1.6,5,1.6,2001,New Millennium Audio,Fiction,The Bonesetter's Daughter Amy Tan,Fiction
0553527126,0.0,2,0.0,2000,Random House Audio Publishing Group,Mystery,A Great Deliverance Elizabeth George,Thriller_Mystery
0449911012,3.1,20,3.1,1997,Ballantine Books,Thriller,The Genesis Code John Case,Thriller_Mystery
0060186526,2.1904761904761907,21,2.1904761904761907,1996,Harpercollins,Fiction,Marrying Mom Olivia Goldsmith,Fiction
0060830956,3.6666666666666665,33,3.6666666666666665,1984,HarperCollins Publishers,Classic,Brave New World Aldous Huxley,Fiction
038533348x,0.0,1,0.0,1998,Delta,Science Fiction,Cat's Cradle Kurt Vonnegut,SciFi_Fantasy
0451519124,3.8333333333333335,6,3.8333333333333335,1959,Signet Book,Classic,Adventures of Huckleberry Finn Mark Twain,Fiction
0316154075,1.9,30,1.9,2001,Little Brown and Company,Crime,A Darkness More Than Night Michael Connelly,Thriller_Mystery
0671014919,1.9135802469135803,81,1.9135802469135803,2003,Pocket,Mystery,My Gal Sunday Mary Higgins Clark,Thriller_Mystery
0316058211,2.6923076923076925,13,2.6923076923076925,2001,Back Bay Books,Non-Fiction,The Cat Who Came for Christmas Cleveland Amory,Non_Fiction
006008216X,1.9,10,1.9,2002,HarperTorch,Crime Comedy,Get Shorty Elmore Leonard,Thriller_Mystery
0451161394,2.6666666666666665,18,2.6666666666666665,1991,New Amer Library,Fiction,Beloved Toni Morrison,Fiction
0440209803,1.3541666666666667,48,1.3541666666666667,1991,Dell,Crime Comedy,Get Shorty Elmore Leonard,Thriller_Mystery
0446355453,1.6923076923076923,26,1.6923076923076923,1988,Warner Books,Thriller,Master of the Game Sidney Sheldon,Thriller_Mystery
0451410491,0.6666666666666666,6,0.6666666666666666,2002,Onyx Books,Horror,Insomnia Robert Westbrook,Horror
0451207521,2.328767123287671,73,2.328767123287671,2002,Signet Book,Historical Thriller,Jackdaws Ken Follett,Thriller_Mystery
0345367650,1.4761904761904763,42,1.4761904761904763,1990,Ballantine Books,Crime,Polar Star MARTIN CRUZ SMITH,Thriller_Mystery
0451093380,2.25,16,2.25,1980,New Amer Library,Horror,The Dead Zone Stephen King,Horror
0553280945,3.0757575757575757,66,3.0757575757575757,1986,Bantam,Unknown,The Mammoth Hunters (Earth's Children (Paperback)) JEAN M. AUEL,Unknown
0440445450,1.6590909090909092,44,1.6590909090909092,1953,Yearling,Children's Fiction,How to Eat Fried Worms THOMAS ROCKWELL,Children
1568654243,6.333333333333333,3,6.333333333333333,1997,Doubleday Books,Science Fiction,Contact Carl Sagan,SciFi_Fantasy
0446527033,3.3461538461538463,52,3.3461538461538463,2000,Warner Books,Thriller,The Switch Sandra Brown,Thriller_Mystery
1566193028,3.8,5,3.8,1994,Dorset Press,Classic,Jane Eyre Charlotte Bronte,Fiction
0590460307,0.0,4,0.0,1992,Scholastic Paperbacks (Mm),Classic,Wuthering Heights Emily Bronte,Fiction
080410753x,2.6666666666666665,3,2.6666666666666665,1992,Ivy Books,Fiction,The Kitchen God's Wife Amy Tan,Fiction
0375414819,3.7,10,3.7,2001,Alfred A. Knopf,Historical Fiction,A Fine Balance Rohinton Mistry,Historical
0452279488,1.5625,16,1.5625,1998,Plume Books,Romance,The Love Letter Cathleen Schine,Romance
0316152447,1.4,5,1.4,1997,Little Brown &amp; Co,Unknown,Trunk Music (Detective Harry Bosch Mysteries) Michael Connelly,Unknown
0380703882,2.0625,64,2.0625,1988,Avon,Unknown,Communion : A True Story Whitley Strieber,Unknown
0590996835,1.5384615384615385,13,1.5384615384615385,1996,Scholastic Inc.,Children's Fantasy,Matilda Roald Dahl,SciFi_Fantasy
0939149354,0.0,6,0.0,1990,Soho Press,Historical Fiction,Falling Angels Barbara Gowdy,Historical
0671027352,4.666666666666667,6,4.666666666666667,2000,Atria,Thriller,Angels &amp; Demons Dan Brown,Thriller_Mystery
0393050424,3.2142857142857144,14,3.2142857142857144,2001,W.W. Norton &amp; Company,Fiction,The Death of Vishnu: A Novel Manil Suri,Fiction
0375421440,4.0,22,4.0,2002,Pantheon Books,Literary Fiction,Three Junes Julia Glass,Fiction
0425178765,2.3,90,2.3,2001,Berkley Publishing Group,Crime,Easy Prey John Sandford,Thriller_Mystery
0679432019,0.0,1,0.0,1995,Random House Trade,Fiction,Moo Jane Smiley,Fiction
0425114236,2.0,52,2.0,1988,Penguin Putnam~mass,Fiction,Accidental Tourist Anne Tyler,Fiction
031208188X,4.933333333333334,15,4.933333333333334,1992,St. Martin's Press,Memoir,Every Living Thing James Herriot,Non_Fiction
0553801821,2.111111111111111,27,2.111111111111111,2000,Bantam,Fiction,The Man Who Ate the 747 Ben Sherwood,Fiction
0552998931,2.6666666666666665,24,2.6666666666666665,2001,Black Swan,Fiction,Chocolat Joanne Harris,Fiction
069452008X,1.7142857142857142,7,1.7142857142857142,1998,HarperAudio,Fiction,Divine Secrets of the Ya-Ya Sisterhood: A Novel Rebecca Wells,Fiction
0385292244,3.0,8,3.0,1983,Delacorte Press,Historical Fiction,Shogun James Clavell,Historical
2277260029,6.666666666666667,9,6.666666666666667,1998,J'ai lu,Fantasy,Neverwhere Neil Gaiman,SciFi_Fantasy
031205436x,8.0,1,8.0,1992,St. Martin's Press,Unknown,Generation X: Tales for an Accelerated Culture Douglas Coupland,Unknown
0451139755,2.9375,16,2.9375,1985,New Amer Library,Horror,Pet Sematary Stephen King,Horror
0671019074,7.2,5,7.2,1998,Washington Square Press,Fiction,The Color Purple Alice Walker,Fiction
0553278592,2.3,50,2.3,1997,Bantam,Romance/Suspense,Sweet Revenge NORA ROBERTS,Romance
0446611638,4.022222222222222,45,4.022222222222222,2004,Warner Vision,Crime Fiction,Lost Light Michael Connelly,Thriller_Mystery
0553528920,0.0,1,0.0,2002,Random House Audio Publishing Group,Romance,Three Weeks in Paris Barbara Taylor Bradford,Romance
0385315066,1.2307692307692308,13,1.2307692307692308,1998,Bantam Dell Pub Group,Fiction,The Return Journey Maeve Binchy,Fiction
0553273701,2.25,12,2.25,1986,Bantam,Memoir,Out on a Limb Shirley MacLaine,Non_Fiction
0688102719,4.0,2,4.0,1991,Harpercollins,Fiction,No Greater Love Julie Ellis,Fiction
0743500504,5.2,5,5.2,2000,Audioworks,Fiction,The Carousel Richard Paul Evans,Fiction
1586210629,1.6,5,1.6,2001,Time Warner Audio Major,Historical Fiction,Cane River Lalita Tademy,Historical
0399145990,2.7567567567567566,37,2.7567567567567566,2000,Putnam Publishing Group,Fiction,The River King Alice Hoffman,Fiction
042517400X,0.8545454545454545,55,0.8545454545454545,2000,Berkley Publishing Group,Unknown,"Night Moves (Tom Clancy's Net Force, No. 3) Tom Clancy",Unknown
0842332294,3.0526315789473686,19,3.0526315789473686,2002,Tyndale House Publishers,Unknown,Desecration: Antichrist Takes the Throne (Left Behind No. 9) Tim LaHaye,Unknown
1573220221,4.777777777777778,18,4.777777777777778,1996,Riverhead Books,Unknown,The Color of Water: A Black Man's Tribute to His White Mother James McBride,Unknown
0446364266,1.7346938775510203,49,1.7346938775510203,1993,Warner Books,Romantic Thriller,French Silk Sandra Brown,Thriller_Mystery
0385721676,2.7037037037037037,27,2.7037037037037037,2004,Anchor,Dystopian,Oryx and Crake MARGARET ATWOOD,SciFi_Fantasy
0449223604,2.1384615384615384,130,2.1384615384615384,1998,Fawcett Books,Mystery,M Is for Malice Sue Grafton,Thriller_Mystery
0425131769,1.492063492063492,63,1.492063492063492,2001,Berkley Publishing Group,Medical Thriller,Vital Signs Robin Cook,Thriller_Mystery
0671042149,6.0,1,6.0,2000,Pocket Books,Fiction,Hearts in Atlantis Stephen King,Fiction
0553802186,1.7,10,1.7,2002,Bantam,Romance,Safe Harbor LUANNE RICE,Romance
0515103454,3.375,16,3.375,1993,Jove Books,Thriller,Haunted James Herbert,Thriller_Mystery
0345433297,1.0,8,1.0,2000,Ballantine Books,Horror/Thriller,Nightshade John Saul,Thriller_Mystery
0394700023,2.8,15,2.8,1954,Vintage Books USA,Fiction,The Stranger Albert Camus,Fiction
0749320346,1.6,10,1.6,1995,Mandarin,Romance,The Bridges of Madison County Robert James Waller,Romance
0553573209,1.4603174603174602,63,1.4603174603174602,2001,Bantam Books,Romance,Firefly Beach Luanne Rice,Romance
0515128821,2.625,40,2.625,2000,Jove Books,Crime,The Breaker Minette Walters,Thriller_Mystery
0449220184,2.108695652173913,46,2.108695652173913,1991,Fawcett Books,Romance,Seventh Heaven Alice Hoffman,Romance
0399140433,2.7142857142857144,7,2.7142857142857144,1996,Putnam Pub Group,Legal Thriller,The Judge Steven Paul Martini,Thriller_Mystery
0440225272,1.8666666666666667,30,1.8666666666666667,1998,Dell Publishing Company,Young Adult,Homecoming Belva Plain,Young_Adult
0345291328,1.2142857142857142,14,1.2142857142857142,1980,Not Avail,Fiction,Ordinary People Guest,Fiction
0451402502,0.45454545454545453,11,0.45454545454545453,1996,Onyx Books,Romantic Thriller,Impulse Catherine Coulter,Thriller_Mystery
0140171002,0.0,1,0.0,1992,Penguin Books Ltd,Classic,Wuthering Heights Emily Bronte,Fiction
006440188X,4.0476190476190474,42,4.0476190476190474,1998,HarperTrophy,Children,The Secret Garden Frances Hodgson Burnett,Children
0451117298,2.8846153846153846,26,2.8846153846153846,1982,New American Library,Horror,Cujo Stephen King,Horror
0140042210,1.9705882352941178,34,1.9705882352941178,1989,Penguin USA,Classic Fiction,A Portrait of the Artist As a Young Man James Joyce,Fiction
0679450424,1.6,20,1.6,1998,Random House Inc,Legal Thriller,No Safe Place Richard North Patterson,Thriller_Mystery
0385299311,1.8,5,1.8,1992,Bantam Dell Pub Group,Crime,Guardian Angel Sara Paretsky,Thriller_Mystery
0515119652,1.475,40,1.475,1996,Jove Books,Unknown,From the Heart: Tonight and Always/A Matter of Choice/Endings and Beginnings Nora Roberts,Unknown
093798650X,1.25,4,1.25,1982,Donald m Grant,Unknown,"The Gunslinger (The Dark Tower, Book 1) Stephen King",Unknown
061333633X,0.0,2,0.0,2001,Sagebrush Bound,Thriller,Timeline Michael Crichton,Thriller_Mystery
0395353009,3.263157894736842,19,3.263157894736842,1986,Houghton Mifflin Company,Fiction,The Prince of Tides Pat Conroy,Fiction
0786014202,2.888888888888889,9,2.888888888888889,2003,Pinnacle Books,Romance,Thicker Than Water P. J. Parrish,Romance
0671024256,3.7142857142857144,21,3.7142857142857144,2001,Pocket,Non-Fiction,On Writing Stephen King,Non_Fiction
0553297260,1.9019607843137254,51,1.9019607843137254,1992,Bantam Books,Mystery,Darkness John Saul,Thriller_Mystery
0061099341,1.7692307692307692,52,1.7692307692307692,1992,HarperTorch,Thriller,As the Crow Flies Jeffrey Archer,Thriller_Mystery
038097536X,3.272727272727273,11,3.272727272727273,2000,William Morrow &amp; Company,Romance,The Heir Johanna Lindsey,Romance
1400031699,1.1777777777777778,45,1.1777777777777778,2003,Vintage,Fiction,The Little Friend Donna Tartt,Fiction
0452283795,2.1666666666666665,36,2.1666666666666665,2003,Plume Books,Romance,Wanderlust Chris Dyer,Romance
0515128007,1.15,20,1.15,2000,Jove Books,Thriller,The Morning After Suzanne Forster,Thriller_Mystery
0618260552,4.5,2,4.5,2002,Houghton Mifflin,Unknown,"The Return of the King (The Lord of the Rings, Part 3) J.R.R. Tolkien",Unknown
0618260595,5.0,2,5.0,2002,Houghton Mifflin,Unknown,"The Two Towers (The Lord of the Rings, Part 2) J.R.R. Tolkien",Unknown
061826051X,4.0,2,4.0,2002,Houghton Mifflin Company,Unknown,"The Fellowship of the Ring (The Lord of the Rings, Part 1) J. R. R. Tolkien",Unknown
0452284694,5.285714285714286,14,5.285714285714286,2003,Plume Books,Unknown,"The Gunslinger (The Dark Tower, Book 1) Stephen King",Unknown
0385311400,5.111111111111111,18,5.111111111111111,1996,Delacorte Press,Historical Romance,Drums of Autumn DIANA GABALDON,Romance
0449210634,4.0,2,4.0,1985,Fawcett Books,Historical Fiction,Feast of All Saints Anne Rice,Historical
0312022824,3.7222222222222223,18,3.7222222222222223,1999,St. Martin's Press,Thriller,Silence of the Lambs Thomas Harris,Thriller_Mystery
0394523512,9.5,2,9.5,1982,Knopf,Historical Fiction,Cry to Heaven ANNE RICE,Historical
039913039X,4.882352941176471,17,4.882352941176471,1985,Putnam Pub Group,Horror,Skeleton Crew Stephen King,Horror
0452279178,4.448979591836735,49,4.448979591836735,1997,Plume Books,Unknown,"Wizard and Glass (The Dark Tower, Book 4) Stephen King",Unknown
0380787709,0.0,6,0.0,1998,Avon,Thriller,Dark Horse Doug Richardson,Thriller_Mystery
0395257301,3.8181818181818183,11,3.8181818181818183,1977,Houghton Mifflin Company,Fantasy,The Silmarillion J. R. R. Tolkien,SciFi_Fantasy
0020442505,1.96875,32,1.96875,1970,MacMillan Publishing Company.,Fantasy,The Silver Chair C. S. Lewis,SciFi_Fantasy
0345310594,7.5,2,7.5,1981,Ballantine Books,Horror,Interview with the Vampire Anne Rice,Horror
0553287397,1.5,10,1.5,1991,Bantam Books,Fiction,Dark Angel Sally Beauman,Fiction
0345444884,3.871794871794872,78,3.871794871794872,2001,Ballantine Books,Fantasy,The Talisman STEPHEN KING,SciFi_Fantasy
0312982585,0.0,5,0.0,2001,St. Martin's Paperbacks,Thriller,Cry Wolf Wilbur Smith,Thriller_Mystery
0061012513,1.64,25,1.64,2000,HarperTorch,Military Thriller,Storming Heaven Kyle Mills,Thriller_Mystery
0345413970,0.0,2,0.0,1997,Del Rey Books,Science Fiction,2010: Odyssey Two Arthur C. Clarke,SciFi_Fantasy
0688149111,2.2777777777777777,36,2.2777777777777777,1997,William Morrow &amp; Company,Thriller,The Best Laid Plans Sidney Sheldon,Thriller_Mystery
0743215052,1.6111111111111112,18,1.6111111111111112,2000,Scribner,Political Thriller,The Constant Gardener John le Carre,Thriller_Mystery
1586211978,0.0,2,0.0,2001,Time Warner Audio Major,Thriller,Violets Are Blue James Patterson,Thriller_Mystery
0385311214,1.0,7,1.0,1993,Bantam Dell Pub Group,Historical Fiction,A Dangerous Fortune Ken Follett,Historical
0892965002,2.0,8,2.0,1994,Warner Books Inc,Fiction,Dangerous to Know Margaret Yorke,Fiction
